sl no,Detection Name,Category,TTP,Severity
1214,HackTool - SysmonEnte Execution,windows,T1685.001,high
1215,HackTool - SysmonEOP Execution,windows,T1068,critical
1216,HackTool - TruffleSnout Execution,windows,T1482,high
1217,HackTool - Typical HiveNightmare SAM File Export,windows,T1552.001,high
1218,HackTool - UACMe Akagi Execution,windows,T1548.002,high
1219,HackTool - Windows Credential Editor (WCE) Execution,windows,T1003.001,critical
1220,HackTool - winPEAS Execution,windows,"T1082, T1087, T1046",high
1221,HackTool - WinPwn Execution,windows,"T1046, T1082, T1106, T1518, T1548.002, T1552.001, T1555, T1555.003",high
1222,HackTool - WinPwn Execution - ScriptBlock,windows,"T1046, T1082, T1106, T1518, T1548.002, T1552.001, T1555, T1555.003",high
1223,HackTool - WinRM Access Via Evil-WinRM,windows,T1021.006,medium
1224,HackTool - Wmiexec Default Powershell Command,windows,,high
1225,HackTool - WSASS Execution,windows,T1003.001,high
1226,HackTool - XORDump Execution,windows,"T1036, T1003.001",high
1227,Hacktool Execution - Imphash,windows,"T1588.002, T1003",critical
1228,Hacktool Execution - PE Metadata,windows,"T1588.002, T1003",high
1229,HackTool Named File Stream Created,windows,T1564.004,high
1230,Hacktool Ruler,windows,"T1087, T1114, T1059, T1550.002",high
1231,HackTool Service Registration or Execution,windows,T1569.002,high
1232,Hardware Model Reconnaissance Via Wmic.EXE,windows,T1047,medium
1233,Harvesting Of Wifi Credentials Via Netsh.EXE,windows,T1040,medium
1234,HH.EXE Execution,windows,T1218.001,low
1235,Hidden Executable In NTFS Alternate Data Stream,windows,T1564.004,medium
1236,Hidden Local User Creation,windows,T1136.001,high
1237,Hidden Powershell in Link File Pattern,windows,T1059.001,medium
1238,Hide Schedule Task Via Index Value Tamper,windows,T1685,high
1239,Hiding Files with Attrib.exe,windows,T1564.001,medium
1240,Hiding User Account Via SpecialAccounts Registry Key,windows,T1564.002,high
1241,Hiding User Account Via SpecialAccounts Registry Key - CommandLine,windows,T1564.002,medium
1242,Hijack Legit RDP Session to Move Laterally,windows,T1219.002,high
1243,HKTL - SharpSuccessor Privilege Escalation Tool Execution,windows,T1068,high
1244,HTML Help HH.EXE Suspicious Child Process,windows,"T1047, T1059.001, T1059.003, T1059.005, T1059.007, T1218, T1218.001, T1218.010, T1218.011, T1566, T1566.001",high
1245,HTTP Logging Disabled On IIS Server,windows,"T1685.001, T1505.004",high
1246,HybridConnectionManager Service Installation,windows,T1554,high
1247,HybridConnectionManager Service Installation - Registry,windows,T1608,high
1248,HybridConnectionManager Service Running,windows,T1554,high
1249,Hypervisor Enforced Paging Translation Disabled,windows,T1685,high
1250,Hypervisor-protected Code Integrity (HVCI) Related Registry Tampering Via CommandLine,windows,T1685,high
1251,IE Change Domain Zone,windows,T1137,medium
1252,IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols,windows,,high
1253,IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols Via CLI,windows,,high
1254,Ie4uinit Lolbin Use From Invalid Path,windows,T1218,medium
1255,IIS Native-Code Module Command Line Installation,windows,T1505.003,medium
1256,IIS WebServer Access Logs Deleted,windows,T1070,medium
1257,IIS WebServer Log Deletion via CommandLine Utilities,windows,T1070,medium
1258,ImagingDevices Unusual Parent/Child Processes,windows,,high
1259,Impacket PsExec Execution,windows,T1021.002,high
1260,Import LDAP Data Interchange Format File Via Ldifde.EXE,windows,"T1218, T1105",medium
1261,Import PowerShell Modules From Suspicious Directories,windows,T1059.001,medium
1262,Import PowerShell Modules From Suspicious Directories - ProcCreation,windows,T1059.001,medium
1263,Important Scheduled Task Deleted or Disabled,windows,T1489,high
1264,Important Scheduled Task Deleted/Disabled,windows,T1053.005,high
1265,Important Windows Event Auditing Disabled,windows,T1685.001,high
1266,Important Windows Eventlog Cleared,windows,T1685.005,high
1267,Important Windows Service Terminated Unexpectedly,windows,,high
1268,Important Windows Service Terminated With Error,windows,,high
1269,Imports Registry Key From a File,windows,T1112,medium
1270,Imports Registry Key From an ADS,windows,T1112,high
1271,Indirect Command Execution By Program Compatibility Wizard,windows,T1218,low
1272,Indirect Command Execution From Script File Via Bash.EXE,windows,T1202,medium
1273,Indirect Command Execution via SFTP ProxyCommand,windows,T1202,medium
1274,Indirect Inline Command Execution Via Bash.EXE,windows,T1202,medium
1275,InfDefaultInstall.exe .inf Execution,windows,T1218,medium
1276,Insecure Proxy/DOH Transfer Via Curl.EXE,windows,,medium
1277,Insecure Transfer Via Curl.EXE,windows,,medium
1278,Insensitive Subfolder Search Via Findstr.EXE,windows,"T1218, T1564.004, T1552.001, T1105",low
1279,Install New Package Via Winget Local Manifest,windows,T1059,medium
1280,Installation of TeamViewer Desktop,windows,T1219.002,medium
1281,Installation of WSL Kali-Linux,windows,T1059,high
1282,Interactive AT Job,windows,T1053.002,high
1283,Interesting Service Enumeration Via Sc.EXE,windows,T1003,low
1284,Internet Explorer Autorun Keys Modification,windows,T1547.001,medium
1285,Internet Explorer DisableFirstRunCustomize Enabled,windows,,medium
1286,Invocation of Active Directory Diagnostic Tool (ntdsutil.exe),windows,T1003.003,medium
1287,Invoke-Obfuscation CLIP+ Launcher,windows,"T1027, T1059.001",high
1288,Invoke-Obfuscation CLIP+ Launcher - PowerShell,windows,"T1027, T1059.001",high
1289,Invoke-Obfuscation CLIP+ Launcher - PowerShell Module,windows,"T1027, T1059.001",high
1290,Invoke-Obfuscation CLIP+ Launcher - Security,windows,"T1027, T1059.001",high
1291,Invoke-Obfuscation CLIP+ Launcher - System,windows,"T1027, T1059.001",high
1292,Invoke-Obfuscation COMPRESS OBFUSCATION,windows,"T1027, T1059.001",medium
1293,Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell,windows,"T1027, T1059.001",medium
1294,Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell Module,windows,"T1027, T1059.001",medium
1295,Invoke-Obfuscation COMPRESS OBFUSCATION - Security,windows,"T1027, T1059.001",medium
1296,Invoke-Obfuscation COMPRESS OBFUSCATION - System,windows,"T1027, T1059.001",medium
1297,Invoke-Obfuscation Obfuscated IEX Invocation,windows,"T1027, T1059.001",high
1298,Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell,windows,"T1027, T1059.001",high
1299,Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell Module,windows,"T1027, T1059.001",high
1300,Invoke-Obfuscation Obfuscated IEX Invocation - Security,windows,T1027,high
1301,Invoke-Obfuscation Obfuscated IEX Invocation - System,windows,T1027,high
1302,Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell,windows,"T1027, T1059.001",medium
1303,Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell Module,windows,"T1027, T1059.001",medium
1304,Invoke-Obfuscation RUNDLL LAUNCHER - Security,windows,"T1027, T1059.001",medium
1305,Invoke-Obfuscation RUNDLL LAUNCHER - System,windows,"T1027, T1059.001",medium
1306,Invoke-Obfuscation STDIN+ Launcher,windows,"T1027, T1059.001",high
1307,Invoke-Obfuscation STDIN+ Launcher - Powershell,windows,"T1027, T1059.001",high
1308,Invoke-Obfuscation STDIN+ Launcher - PowerShell Module,windows,"T1027, T1059.001",high
1309,Invoke-Obfuscation STDIN+ Launcher - Security,windows,"T1027, T1059.001",high
1310,Invoke-Obfuscation STDIN+ Launcher - System,windows,"T1027, T1059.001",high
1311,Invoke-Obfuscation VAR+ Launcher,windows,"T1027, T1059.001",high
1312,Invoke-Obfuscation VAR+ Launcher - PowerShell,windows,"T1027, T1059.001",high
1313,Invoke-Obfuscation VAR+ Launcher - PowerShell Module,windows,"T1027, T1059.001",high
1314,Invoke-Obfuscation VAR+ Launcher - Security,windows,"T1027, T1059.001",high
1315,Invoke-Obfuscation VAR+ Launcher - System,windows,"T1027, T1059.001",high
1316,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION,windows,"T1027, T1059.001",high
1317,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell,windows,"T1027, T1059.001",high
1318,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell Module,windows,"T1027, T1059.001",high
1319,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - Security,windows,"T1027, T1059.001",high
1320,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - System,windows,"T1027, T1059.001",high
1321,Invoke-Obfuscation Via Stdin,windows,"T1027, T1059.001",high
1322,Invoke-Obfuscation Via Stdin - Powershell,windows,"T1027, T1059.001",high
1323,Invoke-Obfuscation Via Stdin - PowerShell Module,windows,"T1027, T1059.001",high
1324,Invoke-Obfuscation Via Stdin - Security,windows,"T1027, T1059.001",high
1325,Invoke-Obfuscation Via Stdin - System,windows,"T1027, T1059.001",high
1326,Invoke-Obfuscation Via Use Clip,windows,"T1027, T1059.001",high
1327,Invoke-Obfuscation Via Use Clip - Powershell,windows,"T1027, T1059.001",high
1328,Invoke-Obfuscation Via Use Clip - PowerShell Module,windows,"T1027, T1059.001",high
1329,Invoke-Obfuscation Via Use Clip - Security,windows,"T1027, T1059.001",high
1330,Invoke-Obfuscation Via Use Clip - System,windows,"T1027, T1059.001",high
1331,Invoke-Obfuscation Via Use MSHTA,windows,"T1027, T1059.001",high
1332,Invoke-Obfuscation Via Use MSHTA - PowerShell,windows,"T1027, T1059.001",high
1333,Invoke-Obfuscation Via Use MSHTA - PowerShell Module,windows,"T1027, T1059.001",high
1334,Invoke-Obfuscation Via Use MSHTA - Security,windows,"T1027, T1059.001",high
1335,Invoke-Obfuscation Via Use MSHTA - System,windows,"T1027, T1059.001",high
1336,Invoke-Obfuscation Via Use Rundll32 - PowerShell,windows,"T1027, T1059.001",high
1337,Invoke-Obfuscation Via Use Rundll32 - PowerShell Module,windows,"T1027, T1059.001",high
1338,Invoke-Obfuscation Via Use Rundll32 - Security,windows,"T1027, T1059.001",high
1339,Invoke-Obfuscation Via Use Rundll32 - System,windows,"T1027, T1059.001",high
1340,ISATAP Router Address Was Set,windows,"T1557, T1565.002",medium
1341,ISO File Created Within Temp Folders,windows,T1566.001,high
1342,ISO Image Mounted,windows,T1566.001,medium
1343,ISO or Image Mount Indicator in Recent Files,windows,T1566.001,medium
1344,Java Running with Remote Debugging,windows,T1203,medium
1345,JScript Compiler Execution,windows,T1127,low
1346,Kavremover Dropped Binary LOLBIN Usage,windows,T1127,high
1347,Kerberoasting Activity - Initial Query,windows,T1558.003,medium
1348,Kerberos Manipulation,windows,T1212,high
1349,Kernel Memory Dump Via LiveKD,windows,,high
1350,KrbRelayUp Service Installation,windows,T1543,high
1351,Launch-VsDevShell.PS1 Proxy Execution,windows,T1216.001,medium
1352,Legitimate Application Dropped Archive,windows,T1218,high
1353,Legitimate Application Dropped Executable,windows,T1218,high
1354,Legitimate Application Dropped Script,windows,T1218,high
1355,Legitimate Application Writing Files In Uncommon Location,windows,"T1218, T1105",high
1356,Live Memory Dump Using Powershell,windows,T1003,high
1357,LiveKD Driver Creation,windows,,medium
1358,LiveKD Driver Creation By Uncommon Process,windows,,high
1359,LiveKD Kernel Memory Dump File Created,windows,,high
1360,Load Of RstrtMgr.DLL By A Suspicious Process,windows,"T1486, T1685",high
1361,Load Of RstrtMgr.DLL By An Uncommon Process,windows,"T1486, T1685",low
1362,Loaded Module Enumeration Via Tasklist.EXE,windows,T1003,medium
1363,Loading Diagcab Package From Remote Path,windows,,high
1364,Local Accounts Discovery,windows,"T1033, T1087.001",low
1365,Local File Read Using Curl.EXE,windows,,medium
1366,Local Groups Reconnaissance Via Wmic.EXE,windows,T1069.001,low
1367,Local Network Connection Initiated By Script Interpreter,windows,T1105,medium
1368,Local Privilege Escalation Indicator TabTip,windows,T1557.001,high
1369,Local User Creation,windows,T1136.001,low
1370,Locked Workstation,windows,,informational
1371,Logged-On User Password Change Via Ksetup.EXE,windows,,medium
1372,LOL-Binary Copied From System Directory,windows,T1036.003,high
1373,LOLBAS Data Exfiltration by DataSvcUtil.exe,windows,T1567,medium
1374,Lolbas OneDriveStandaloneUpdater.exe Proxy Download,windows,T1105,high
1375,LOLBIN Execution From Abnormal Drive,windows,,medium
1376,Lolbin Runexehelper Use As Proxy,windows,T1218,medium
1377,Lolbin Unregmp2.exe Use As Proxy,windows,T1218,medium
1378,LSA PPL Protection Setting Modification via CommandLine,windows,T1689,medium
1379,LSASS Access Detected via Attack Surface Reduction,windows,T1003.001,high
1380,LSASS Access From Non System Account,windows,T1003.001,medium
1381,LSASS Access From Potentially White-Listed Processes,windows,T1003.001,high
1382,LSASS Dump Keyword In CommandLine,windows,T1003.001,high
1383,Lsass Full Dump Request Via DumpType Registry Settings,windows,T1003.001,high
1384,LSASS Memory Access by Tool With Dump Keyword In Name,windows,T1003.001,high
1385,Lsass Memory Dump via Comsvcs DLL,windows,T1003.001,high
1386,LSASS Process Crashed - Application,windows,T1003.001,high
1387,LSASS Process Dump Artefact In CrashDumps Folder,windows,T1003.001,high
1388,LSASS Process Memory Dump Creation Via Taskmgr.EXE,windows,T1003.001,high
1389,LSASS Process Memory Dump Files,windows,T1003.001,high
1390,LSASS Process Reconnaissance Via Findstr.EXE,windows,T1552.006,high
1391,Macro Enabled In A Potentially Suspicious Document,windows,T1112,high
1392,Mailbox Export to Exchange Webserver,windows,T1505.003,critical
1393,Malicious Base64 Encoded PowerShell Keywords in Command Lines,windows,T1059.001,high
1394,Malicious DLL File Dropped in the Teams or OneDrive Folder,windows,T1574.001,high
1395,Malicious Driver Load,windows,"T1543.003, T1068",high
1396,Malicious Driver Load By Name,windows,"T1543.003, T1068",medium
1397,Malicious Named Pipe Created,windows,T1055,critical
1398,Malicious Nishang PowerShell Commandlets,windows,T1059.001,high
1399,Malicious PE Execution by Microsoft Visual Studio Debugger,windows,T1218,medium
1400,Malicious PowerShell Commandlets - PoshModule,windows,"T1482, T1087, T1087.001, T1087.002, T1069.001, T1069.002, T1069, T1059.001",high
1401,Malicious PowerShell Commandlets - ProcessCreation,windows,"T1482, T1087, T1087.001, T1087.002, T1069.001, T1069.002, T1069, T1059.001",high
1402,Malicious PowerShell Commandlets - ScriptBlock,windows,"T1482, T1087, T1087.001, T1087.002, T1069.001, T1069.002, T1069, T1059.001",high
1403,Malicious PowerShell Keywords,windows,T1059.001,medium
1404,Malicious PowerShell Scripts - FileCreation,windows,T1059.001,high
1405,Malicious PowerShell Scripts - PoshModule,windows,T1059.001,high
1406,Malicious ShellIntel PowerShell Commandlets,windows,T1059.001,high
1407,Malicious Windows Script Components File Execution by TAEF Detection,windows,T1218,low
1408,ManageEngine Endpoint Central Dctask64.EXE Potential Abuse,windows,T1055.001,high
1409,Manipulation of User Computer or Group Security Principals Across AD,windows,T1136.002,medium
1410,Mavinject Inject DLL Into Running Process,windows,"T1055.001, T1218.013",high
1411,MaxMpxCt Registry Value Changed,windows,T1070.005,low
1412,Mesh Agent Service Installation,windows,T1219.002,medium
